,distribution,alpha,gamma
10,"[ 0.01208772  0.6341692   2.80378587  0.43432226  0.37488829  0.32170568
  0.56011864  0.17920975  0.0621959   0.04746537  0.10056456  2.30021448
  0.24660541  1.70413632  0.96930693  0.82920344  0.05135574  0.37165996
  0.92222204  0.0804352   1.46203779  1.64341634  0.25041106  0.74624387
  2.22842365  0.28616067  0.76625775  4.75320765  2.29459234  0.46254143
  0.2861708   1.34528257  2.30628925  2.09403673  2.75940785  0.57765105
  5.0246499   0.32426738  0.04926168  1.083159    2.66240932  1.58418612
  3.11364943  0.91766367  0.41089605  1.27269354  3.46802702  4.93773225
  0.10550785  1.77012452  0.4005551   0.45980176  0.00734469  0.13848694
  0.51179784  0.05864222  1.66538012  0.43483693  1.06250336  2.82615004
  0.84387022  0.73700503  0.18853099  1.06120141  1.56230686  0.61309299
  0.37419774  0.74030372  0.14531837  0.31003311  0.88932247  0.83259829
  0.13691664  0.10591796  1.0214288   1.37086109  0.76686732  0.44627626
  0.63444406  0.4680717   0.66714714  0.14192473  1.3963451   0.18019258
  1.27582567  0.29877074  0.35053088  0.7675854   1.16911891  0.16364879
  0.92210078  0.15546895  1.8709619   0.23904173  1.53902045  1.47946882
  0.01983901  1.66525896  0.35199137  0.53968273]",0.5,2.0
11,"[ 0.60031468  0.00943093  1.13925697  0.7067511   0.74583403  0.33715999
  3.26517079  0.52863833  0.08548025  0.4782845   0.06693823  1.00163928
  0.2582488   1.09788325  1.01424668  0.67287052  1.16666845  0.06925832
  4.31435206  1.69170559  0.96274944  0.17768356  0.83069274  0.09427298
  0.42309072  0.25316393  0.76513949  0.61638301  2.86474046  0.51957267
  2.76312663  0.47381786  2.51096598  1.81573269  1.05151929  0.61091576
  0.03314313  0.43866287  0.26173349  0.42589524  4.43834497  0.10728084
  3.1099971   1.10234891  0.05183108  0.09684555  0.52671615  0.01928775
  1.17610776  0.14491749  1.00614612  0.37325796  0.16368915  3.77026903
  0.2361224   1.95512289  1.07975631  0.03331659  1.49575465  0.7235533
  0.39990421  0.89468193  0.09175287  0.9910693   2.84230357  0.27716609
  0.05216212  1.27875461  0.26205406  0.18324381  0.48518588  0.68162741
  0.56145501  2.35132559  2.04959195  0.12159519  1.16400621  0.93944114
  2.19807416  0.06655391  1.52710011  3.13868394  0.5561297   1.51203113
  0.21790419  0.31530287  0.32598673  1.67894626  1.69320107  1.15958174
  0.78465248  0.24510132  1.00023843  0.85239414  0.65998091  2.11593186
  0.68115699  2.95138194  0.03520869  1.90333576]",0.5,2.2
12,"[  3.03174864e+00   3.79016190e-01   8.07101082e-01   2.12365833e+00
   3.47863009e-01   1.43992268e+00   1.39844449e+00   4.77653096e-01
   1.07594332e+00   8.48047174e-02   3.05410337e-01   4.04179970e+00
   8.00612291e-01   2.59322008e+00   8.60776854e-01   8.86541526e-01
   1.99396720e-01   2.45978009e-01   1.18780153e+00   1.66980131e-02
   1.24461122e-03   4.03564248e-01   1.62020185e+00   1.45763644e+00
   1.10743764e-01   2.04178920e+00   1.64361705e+00   1.88256975e+00
   3.26872468e+00   1.80617866e-03   5.97512569e-01   6.43397115e-01
   9.30616187e-02   1.00151110e+00   1.84992809e-01   2.30097035e+00
   1.00909163e+00   2.39815441e-01   9.13090805e-01   4.80944486e-01
   9.52755167e-01   1.19807456e+00   2.41214944e+00   2.40812826e-01
   8.38217299e-02   4.88358238e-01   1.12477596e+00   3.95443389e+00
   6.32206807e-01   3.31784877e-01   3.05646991e-01   3.46050863e-03
   1.89349444e+00   3.64564634e-01   2.06295777e+00   3.68304217e-01
   7.92184484e-01   1.52000562e+00   1.30726958e+00   2.10466348e+00
   1.15112757e+00   1.73321090e-01   3.72032669e-01   9.52103392e-01
   1.76178987e+00   4.54124562e-01   1.07018045e+00   1.18560355e-01
   1.80038291e+00   3.46197256e-01   1.31953792e-01   9.64642162e-01
   1.07880230e-01   1.60892074e+00   1.24728284e+00   1.02548483e-01
   5.82005769e-01   4.59679427e-01   9.41338641e-01   1.05077381e+00
   4.33070605e-01   1.65198803e+00   2.15691951e-01   5.50138380e-02
   8.47273927e-02   8.79092627e-02   1.28458609e+00   4.29185587e+00
   1.93762729e-01   7.23725436e-01   4.46189262e-02   2.85029828e-01
   5.34067606e-01   9.55703967e-02   1.29870703e+00   3.75343257e-01
   5.68330020e+00   5.47211550e-01   1.91015929e+00   4.64413185e-01]",0.5,2.4000000000000004
13,"[ 0.30076755  0.30156302  0.38438327  1.36867035  0.92463212  0.6872885
  1.52731207  1.10532463  0.28742479  0.75585032  1.73447567  0.27918411
  0.51373963  0.37852832  1.31689553  0.39533539  1.25353491  0.72278242
  1.35446914  0.0689416   0.56553504  0.9295399   0.48429156  0.38680389
  4.86575175  2.00957421  0.21080197  0.34654175  1.92063371  3.29018131
  1.09409119  0.82627653  0.67271701  0.37205368  0.16882954  0.08456947
  0.0798016   1.91153213  0.6316839   0.02591287  3.95988501  0.42406661
  1.0766512   3.666185    0.01495086  0.49040544  0.69474368  0.37696886
  0.29643717  0.12769378  0.17317408  0.74970824  0.12382041  0.92957028
  0.72704215  4.72795028  1.22312159  0.33937715  0.17269653  0.23292904
  2.89454155  2.98786939  0.73698477  1.12611433  0.51113617  3.90524818
  0.53568903  2.57779188  0.06464634  0.55071708  2.99000158  2.32723965
  1.78166873  0.83268077  2.21765495  0.01874132  0.24564626  0.37048277
  1.32205422  0.41451433  0.04724234  0.64538369  0.43013468  0.28898716
  0.11231786  1.04050966  4.06417388  0.65971995  1.31474807  0.73576049
  0.02184127  0.17796149  0.12181391  0.16270908  0.24574025  0.27400284
  0.37273127  0.0194698   0.10296364  3.6847617 ]",0.5,2.6
14,"[ 1.04816625  0.1063507   3.27194146  0.50056367  0.6152687   0.09224031
  0.57260518  0.21802072  0.72843128  0.08223833  1.44212565  0.05977664
  1.57053322  1.44748083  0.79132015  0.32177983  1.38494197  0.06040821
  0.72759236  0.96715776  3.03097876  0.32721025  1.43958194  1.01125642
  1.1198902   0.72054727  1.79655499  1.97564291  0.48144413  1.2787563
  0.92880853  0.63952261  1.78673275  0.61128162  0.74537582  0.14216203
  1.0773588   1.95495897  0.80462403  0.24857648  1.15846119  1.18492288
  1.62128373  0.15747966  1.30449367  0.58531736  0.27179834  0.79798654
  0.65300748  0.51345376  0.55551662  0.20067148  0.16627745  0.09203702
  3.2066172   0.29427154  3.74388323  2.04365122  1.9627363   0.48393193
  0.13836624  1.08679873  4.51627615  1.02665546  1.78666332  1.75350445
  0.395404    0.66903096  1.35757307  0.04247304  0.2278295   1.85042853
  0.42626644  0.60342055  0.26606092  0.42892319  0.61389453  1.0236783
  0.09325288  0.6350486   0.33186876  4.07843174  1.28613993  0.099311
  1.54971033  0.99278088  1.42322575  1.12228467  0.74029589  0.83455184
  1.0245941   0.49669962  0.76934887  0.58119483  1.80697804  1.76038213
  0.7637254   0.31976859  0.41547428  1.53367785]",0.5,2.8000000000000003
15,"[  4.00501111e-01   6.87004056e-01   1.69253557e+00   8.12465878e-01
   3.69367732e-02   2.36060625e+00   6.73914665e-01   1.10081248e+00
   3.72083009e-02   2.31369587e-01   4.08227682e+00   2.57928048e+00
   3.62692353e+00   7.73546243e-01   1.79360524e+00   8.62729565e-01
   2.56200501e+00   9.00807363e-01   2.85097008e-01   1.60443400e-03
   1.14397263e+00   1.53617535e-01   8.54664104e-02   1.45520214e+00
   2.72924686e+00   2.46344668e+00   1.56506889e+00   1.25656356e+00
   4.00287315e-01   1.59739397e-02   1.05058189e+00   1.49612435e+00
   2.68187802e-01   3.80014656e-01   5.39932856e-01   1.84132519e-01
   1.07466027e+00   5.38506318e-01   8.92866135e-01   1.77135423e-01
   1.48403587e+00   1.13060788e-01   3.62040726e+00   2.76957373e-01
   2.42660663e+00   1.34226582e+00   7.04214025e-01   7.67890293e-01
   1.59564293e+00   6.97704306e-01   3.67746279e+00   1.00241383e+00
   2.68250579e-01   4.71940755e-01   2.35516202e-01   2.00240452e-01
   9.24450688e-01   6.74044634e-02   1.42939307e+00   8.69242657e-01
   1.28011723e+00   1.45681974e-01   3.92425252e-01   4.95398898e-01
   2.21366847e-01   2.14156894e+00   2.61274579e+00   1.80954611e+00
   1.19033035e+00   1.52662117e-01   2.92534834e-01   4.76480115e-03
   3.75725177e-01   1.32072076e-01   1.49595135e+00   6.90518024e-01
   6.76412744e-01   4.74461527e-01   4.98678037e-01   2.89091456e-02
   1.92378084e-01   2.36006464e-01   2.93715911e+00   1.17555016e+00
   2.20262040e+00   9.03245775e-01   5.28258414e-01   1.30313288e+00
   8.50297157e-01   2.88564891e-01   6.81022604e-02   6.71425745e-01
   1.60629802e+00   4.30088916e-01   1.29380680e+00   6.45385994e-01
   4.76052995e-01   4.95444014e-01   2.07573740e+00   9.61254000e-01]",0.5,3.0
16,"[  7.89561933e-01   4.48188738e-01   3.44167621e-01   4.64598125e-01
   1.68028563e+00   4.18102112e-02   4.29070029e-01   6.02561409e-01
   1.03603158e+00   1.39672709e-02   6.50236702e-01   2.95851796e+00
   1.10503508e+00   1.00073822e+00   5.24172936e-01   6.78695678e-01
   6.20115228e-01   2.18630723e-02   1.48298409e+00   6.18958766e-01
   1.52900461e-01   1.02726924e-01   9.07263074e-02   2.06816605e-01
   1.38532265e+00   3.41312092e-01   1.24343097e-01   5.24034637e-01
   1.54731812e+00   1.24362103e+00   2.14225508e+00   2.27152336e+00
   3.75413647e-01   1.29936767e-01   3.75202184e-01   2.35725433e-01
   2.16178035e+00   1.85403635e-01   9.89358910e-02   2.13140660e-01
   1.61636851e-02   2.63561798e-01   1.18291706e+00   2.01999553e+00
   1.83270071e-01   3.47207865e-01   1.49889744e+00   7.18039162e-01
   1.26996620e+00   2.52537985e+00   3.89358944e+00   2.87738592e+00
   3.12036399e-01   1.21246820e+00   2.38909839e+00   3.74276068e-02
   5.06809435e-01   1.48878892e-01   6.10151948e-01   1.45943230e+00
   9.66338049e-02   3.23478769e-01   1.51514364e-01   9.51532834e-01
   5.38680993e-01   1.69569770e+00   6.98143586e-01   1.28970939e+00
   1.08199530e+00   5.06244067e-01   1.37066186e+00   4.86299257e-01
   1.43014116e+00   8.19410935e-01   1.76650727e-01   6.36494067e-01
   2.62350067e-01   5.21585654e-03   1.08040239e+00   3.46085192e+00
   1.85398199e+00   3.62226863e-01   5.15421597e-01   1.76242021e+00
   1.08941428e+00   6.24047374e+00   1.32586615e+00   1.12841075e+00
   1.03299034e+00   5.26673222e-01   1.12549507e+00   3.15983676e+00
   2.59776013e+00   2.78661940e-01   5.07292543e-01   1.89992941e+00
   3.39732915e+00   8.16073600e-02   2.75905933e-01   8.83517114e-01]",0.5,3.2
17,"[  4.20949147e+00   6.97637858e-01   8.58644426e-01   9.47306795e-01
   7.37454966e-01   2.24897520e-01   4.95983251e-01   9.09154441e-01
   6.64308692e-01   2.37460238e-01   4.39513085e-01   9.89269355e-01
   3.99861258e-01   2.85452408e-02   4.49406068e-01   2.01386066e-01
   6.83626317e-01   9.64006109e-02   1.74528979e+00   1.95260602e+00
   2.31317571e-01   4.95642712e-01   2.75580699e-01   6.70765791e-01
   1.89618994e+00   5.43497547e-02   1.63109310e+00   1.55776351e-01
   1.36094323e+00   4.86687943e-01   3.14109668e-01   1.32897546e+00
   2.81890560e-01   6.32286170e-02   1.34759553e+00   2.47674061e-01
   1.41509369e+00   1.21041672e+00   2.15412075e-02   2.62969795e+00
   1.66708570e+00   2.73466517e-01   9.42316455e-01   2.81560088e-01
   2.82121497e-01   2.27543468e-01   3.36254186e-01   2.88021122e-03
   2.51035457e+00   3.97079626e-01   4.19501786e+00   1.52614546e+00
   1.93769439e+00   5.00362535e-01   1.24839098e-02   1.48670131e+00
   3.91473004e+00   6.54597731e-01   1.32610539e+00   1.60107449e+00
   1.04559335e+00   2.24533798e+00   3.59687070e-01   6.04419331e-01
   2.98242344e+00   4.94228026e-01   3.23761791e-01   4.31335819e-01
   1.16947171e+00   3.10480791e-01   1.61321677e+00   6.22399271e-01
   1.94254864e+00   6.63209481e-01   8.31102137e-01   2.16339813e+00
   2.42494967e-01   2.90781691e+00   1.48002715e-01   2.95417695e-01
   1.45391141e+00   2.48068456e+00   7.46697028e-01   6.81953877e-01
   1.35560292e+00   7.67624725e-01   1.17034914e+00   1.06695585e+00
   1.29243893e+00   1.00364891e+00   7.22950031e-02   6.87059012e-01
   2.70780314e-01   6.26248945e-01   2.01133742e+00   1.30977698e+00
   1.05252934e+00   1.04025873e+00   1.93362218e+00   4.17489240e-01]",0.5,3.4000000000000004
18,"[ 0.22957933  0.21305521  0.21513751  0.30512998  0.01083461  0.14964709
  0.17321197  1.97673498  1.68774748  0.66261036  1.40348215  0.54539179
  0.92324287  0.10915559  0.307879    0.26737146  2.16587223  0.5711958
  0.55804845  1.03982344  0.6601758   0.47441762  0.75720302  0.04395693
  0.02894595  2.48048661  0.15527981  1.0177396   0.56297328  0.93664823
  1.38001913  1.08154593  0.25237239  0.22244405  0.01895271  0.12318838
  1.19169462  0.29611695  0.20693849  3.82136031  1.38302819  1.01815106
  1.95346688  0.62839486  0.0203544   0.44240957  0.06594225  4.74581388
  2.08120993  0.15610608  0.34694117  1.35810424  1.02585239  4.44487762
  1.02433911  6.35584306  1.42783294  0.33277236  0.16400417  0.57956124
  0.44398446  1.73489832  0.74477673  2.38745179  0.43630839  0.19558483
  1.07439478  0.81645856  2.40869545  1.23851292  0.42812613  0.26207923
  0.56556707  0.36537615  0.39760228  0.69458757  3.36689575  0.19794803
  1.73608352  0.46872861  1.84488688  0.24485473  0.52729451  0.05794941
  1.99143302  0.56751734  0.7228221   1.09161527  2.5938905   0.66029062
  0.97977329  4.30598338  0.31157681  0.50477415  0.19462295  0.38400099
  0.26783093  1.31790596  2.34615062  0.33814943]",0.5,3.6
19,"[  2.71776312e+00   8.51663826e-02   1.55358903e+00   1.31142574e-01
   1.11441354e+00   1.43589806e+00   1.49227072e+00   4.02121480e-01
   7.43541104e-01   4.37634090e-01   3.37978659e+00   3.54172774e-03
   7.98201886e-01   5.24065137e-01   3.01611655e-01   7.56602302e-01
   2.38304106e-01   1.46993258e+00   2.30253114e-01   1.40082980e-01
   1.27417761e-01   1.69318476e-01   3.42393437e-01   1.79700977e-01
   1.14023417e-01   9.73286401e-01   2.26369681e-01   1.55369067e-01
   1.04567697e+00   4.26320154e-02   9.28480558e-01   1.05416828e+00
   8.54054515e-01   3.58993866e-03   7.33635973e-01   5.84857942e-01
   6.59822319e-01   8.33682806e-01   2.39234921e-01   5.99919923e-01
   4.64596028e-01   4.42825041e-01   1.19351498e+00   1.56859237e+00
   1.09446358e+00   2.21186023e-02   3.24811241e-01   5.74565336e-01
   9.15402543e-01   1.79511091e+00   1.28086160e+00   8.04639231e-01
   3.71928601e-01   1.15562630e+00   3.89694048e-01   1.18424433e+00
   3.16215637e+00   2.12853261e+00   1.63796250e+00   1.21100494e+00
   4.51239601e-01   1.05939201e+00   2.44752387e-01   4.05431162e-01
   2.88595385e+00   4.35894610e-01   7.13314562e-01   7.30379708e+00
   8.00548336e-01   2.56766848e+00   1.92424236e+00   5.66480408e+00
   2.95622286e-01   4.41508497e-01   1.07470307e-01   5.20347294e-02
   1.24291387e-01   1.06462973e+00   3.22336737e+00   1.08907261e+00
   6.10525449e-01   1.51916556e+00   5.89410970e-01   4.02713705e+00
   1.46618042e+00   2.01626408e-01   1.16045805e-01   1.33919029e+00
   1.65350473e-01   1.03943179e+00   1.49408343e-01   1.10314405e+00
   1.34808186e+00   1.29036205e-01   1.01597755e+00   6.16412318e-01
   2.49014655e+00   3.72866429e-01   1.08838565e+00   2.11232683e-01]",0.5,3.8000000000000003
20,"[  3.28457743e-01   1.97566295e-01   1.29224421e-01   2.54540271e-01
   5.59911519e-01   1.62464575e-01   2.81436737e+00   2.07806589e-01
   2.92198666e-01   2.07832719e+00   6.21233918e-01   3.60160814e+00
   5.70415788e-01   8.54698701e-02   1.48999670e+00   9.80707256e+00
   1.27228834e+00   5.30598136e-03   1.28951404e+00   6.81660840e-01
   3.17080684e+00   6.76584573e-02   4.82110821e-01   4.73551922e-01
   1.27288211e-01   5.96431211e-01   9.10639026e-02   9.85483015e-02
   1.11784502e+00   1.61438579e+00   1.60001101e+00   1.83105403e-01
   1.66657322e+00   2.09949424e+00   3.37513070e-02   1.39994064e+00
   1.13744678e+00   3.60730762e+00   8.19690274e-02   9.05126982e-01
   9.32284030e-01   3.30557798e-01   1.11575811e-01   1.62475193e+00
   1.01289526e+00   2.96497655e-02   1.51222286e+00   9.55077604e-02
   7.41231055e-02   1.03356778e+00   4.76328997e+00   5.21078114e-01
   3.46155497e+00   4.75683547e-01   1.94409226e+00   2.94558994e-02
   4.52902151e-01   2.74636761e-01   7.96883923e-01   1.11174179e-01
   1.12359010e-01   3.10446347e-01   1.44456372e-01   2.05969220e+00
   8.08408853e-01   3.96448188e-01   4.60317611e-02   1.20340994e-01
   2.44139800e+00   3.20856117e+00   1.56463595e-02   1.18876810e+00
   1.04198292e+00   1.07355283e+00   1.17282401e+00   9.62173794e-02
   7.21400883e-01   1.52162821e+00   3.16540809e-01   7.09371612e-01
   6.58128603e-01   3.49214765e-01   9.77719002e-01   1.16521016e-01
   4.46818320e+00   4.84438314e-01   1.44413963e+00   7.73712182e-01
   1.55527582e-01   5.95983423e-01   1.22857598e+00   1.75096987e-01
   1.18508023e-02   6.27337596e-02   1.70772879e+00   7.78196903e-01
   5.44699329e-01   3.17487570e-01   2.43194917e-01   8.09055839e-01]",0.6,0.0
21,"[  4.67784950e-01   1.09131315e+00   6.03391658e-01   7.61928018e-02
   7.47009944e-01   2.46426802e-01   1.02206718e+00   5.50624705e-01
   7.28602962e-01   1.26823780e-01   3.57638248e+00   2.76384882e-01
   1.31009631e+00   3.32635200e+00   1.23741550e-01   1.67784574e+00
   1.52642213e-01   2.76256725e-01   6.89297587e-01   6.78892630e-01
   1.87753667e-01   1.47775148e-01   1.90777354e+00   1.26821606e-01
   6.08986368e-01   3.31934421e+00   1.52881827e+00   4.15331852e-01
   1.67739624e+00   2.19505452e-01   1.14928485e+00   9.43506944e-01
   3.02429289e-01   6.98866520e-01   2.69124648e-01   1.09431064e+00
   4.28494661e-01   2.70092621e-03   3.34402564e-01   1.88651482e+00
   1.83494124e-01   1.13550638e-01   3.57018696e-02   5.78055717e-01
   1.43400811e-01   3.83414591e-01   2.03239949e+00   3.85051836e+00
   6.01224693e-02   2.80409379e+00   3.82162448e-01   1.35630469e+00
   1.96714472e-01   7.62108281e-01   1.32644804e+00   1.70910086e+00
   7.28781431e-01   6.85461853e-01   6.00807928e-01   1.25526276e+00
   4.34064401e-01   2.84481362e+00   1.02506108e+00   1.13407071e-01
   5.57104568e-02   3.47019986e+00   3.49739095e-01   2.30491630e+00
   1.92285613e+00   1.49569143e+00   7.93955951e-01   2.62807641e-01
   1.42885350e+00   2.25438551e+00   1.61646961e+00   1.36196268e+00
   1.43572001e+00   4.36118103e-01   1.33169771e+00   2.36902108e-01
   3.09415755e-02   7.68405792e-01   1.21495967e-01   8.65640662e-01
   1.42098565e+00   2.16262531e+00   1.59941847e+00   7.48259859e-01
   5.47612878e-01   3.52014231e+00   2.21300962e-01   1.29876182e+00
   7.26959640e-01   1.90076076e+00   5.30654382e-01   1.45557283e+00
   7.87670196e-01   1.93324796e-01   9.08769618e-01   8.30187378e-01]",0.6,0.2
22,"[ 0.56385374  2.80613759  0.20166601  0.54987716  1.49489843  0.33750788
  0.39547263  0.36356611  0.44306493  0.14772283  0.11774603  0.67315834
  0.50108731  0.82671997  1.00503023  0.24206782  3.15772116  1.13606359
  0.80128743  1.44860189  0.14671913  0.9422096   0.06847514  5.08398456
  3.94736323  0.00650433  0.24365948  3.78354709  2.62063986  0.52903643
  0.36338704  0.20255949  0.35943317  0.03760886  0.68886116  1.00585687
  0.57721543  0.46530845  0.23149275  0.16782388  0.50836417  0.02583418
  0.03159098  1.85945234  1.97454557  0.59673143  0.98439294  0.19727525
  1.09249811  0.0415536   1.27373977  0.88628515  0.65232973  0.60962598
  0.55091689  2.50995796  2.09748642  0.46382276  1.02020636  0.49825724
  0.35939717  2.19702873  1.13841993  1.65485177  0.36090639  0.07195831
  1.23815675  2.01338902  0.64907678  1.52685577  0.9829824   2.76426137
  0.52481568  2.57478217  0.01672185  3.99099657  1.29331319  0.45167997
  2.01638469  3.8645916   0.26024387  1.21113828  0.45708958  0.74693491
  0.76945515  0.75959511  0.06928358  0.88998529  0.30154312  0.61876195
  0.5892912   0.0811164   1.09249755  0.15105198  3.14727188  1.11400463
  0.07372204  0.20740952  0.64366628  0.5655637 ]",0.6,0.4
23,"[ 0.27260803  0.07245238  0.23246035  0.15696536  0.72824586  2.23745133
  1.88948984  0.25104993  3.00495648  0.086273    2.48692505  0.28425577
  0.33087407  0.3847404   0.76996317  0.55149537  1.42428423  1.85464464
  3.13392941  1.73337654  0.27827795  0.90886181  0.16947185  0.82883658
  0.93241406  0.34353901  1.61207624  0.13645037  0.27650969  0.75587007
  0.56201424  1.11951131  3.37197018  1.27239145  1.3794151   0.60689331
  0.67373116  0.1344061   0.28276192  0.86930612  2.74641836  2.18764316
  1.61950825  0.10211032  0.02619836  1.15246298  1.57396576  0.22518688
  0.10448159  1.6697759   1.54489907  0.50024184  0.05933364  0.02416505
  2.16292375  0.25362403  0.25934278  0.24348908  0.75886044  0.91006231
  0.66252758  0.63307731  1.41433266  1.31212406  1.03545596  1.7008505
  0.21481841  1.48608851  0.51884471  1.27319288  0.11748276  0.03848137
  0.28341881  1.25020506  1.69768474  4.46223168  1.20399272  1.01576714
  0.35661389  0.42721868  0.29517263  0.17589257  0.11550245  0.39865762
  0.14269953  2.67459658  0.07284024  0.61482705  0.93065024  0.79446218
  0.21548206  1.60794338  2.68695364  0.12035953  1.35501957  5.04354752
  0.47707968  0.45377927  0.50321032  3.69107117]",0.6,0.6000000000000001
24,"[ 1.24259884  0.61126375  2.34632252  0.71840381  0.29239686  0.39398317
  0.53617647  1.48033872  0.52207755  0.5106047   4.11844246  1.87524474
  0.18269804  0.18315869  0.45923391  0.42523546  0.52145802  2.8899572
  1.02479344  1.51012007  0.02424534  1.40126787  2.97870896  2.41898476
  0.56452415  1.39314375  2.24284816  1.04997564  0.39117711  1.37639185
  0.70273623  0.38484502  1.43117297  1.64735367  1.94980127  1.3484412
  0.79857977  2.20404374  0.81020673  1.61101965  0.37943757  0.1806499
  0.88010021  0.8881917   1.9583604   1.60991608  0.25097273  0.96491965
  0.029052    0.2700885   0.66474425  0.22288992  2.16976958  0.17094542
  1.21070137  0.49648177  0.11580953  0.28079956  0.06848347  0.57459878
  3.03505789  0.6431714   2.30094281  0.88901045  2.60478271  0.07659009
  1.54551846  0.03545226  0.63402885  1.3202559   0.82864972  0.74104805
  0.62561732  0.41989829  0.11632502  1.00713209  0.01900867  0.39911678
  1.66849556  0.03498905  0.39481511  0.04568873  2.4538895   0.31041392
  1.38848958  0.82572965  1.11223853  1.38998361  0.59616581  0.10886182
  0.01553438  0.50748203  0.77025024  0.42506287  0.7892808   2.5066897
  0.713397    3.50799806  1.19263198  0.03941666]",0.6,0.8
25,"[ 0.93579367  0.94768821  1.11030283  2.79840708  0.12390789  0.32272078
  3.54377721  1.43557366  4.4638422   0.1799163   2.93101576  0.25271857
  3.27255172  1.19396986  1.02682607  0.35385412  3.12122455  0.08912987
  0.03283639  1.83685063  1.30157987  0.77475187  0.96580473  0.32035226
  1.39995773  0.81264302  2.80246253  1.53523196  0.08304994  1.67960526
  0.7266789   1.17321275  0.04029975  0.68234721  0.34159406  0.91208058
  0.18266272  0.86461354  1.40491964  0.72336524  0.63820946  2.87616537
  0.57213274  0.23957881  0.18367884  0.43698196  1.21926804  0.15384055
  2.47507208  0.27543775  0.16559242  1.31355355  1.91479481  0.70160446
  0.06537315  0.44106781  0.17116766  1.24035119  1.14686152  0.01700248
  0.74398022  0.44868964  0.16972998  0.02256441  0.00533356  0.90667052
  0.05334191  0.97545005  2.18136546  2.14180453  1.34242686  1.41733169
  1.05812143  0.49088216  0.42663826  0.14199233  0.82768236  1.46218786
  0.39518906  0.49823671  1.48340749  2.02078942  1.07311503  0.4182937
  0.11880281  0.10309959  0.76807579  0.13689211  1.18183606  0.02553014
  1.24912524  0.90858962  1.62027813  0.05208802  0.93778639  0.55831416
  4.21954401  0.26596607  1.80932208  0.39166961]",0.6,1.0
26,"[ 3.11933539  1.12872219  2.11009827  0.16460075  0.63486529  0.84539185
  0.02246412  0.11934397  0.36367148  0.11966167  0.51690966  1.74657291
  2.54054801  3.23085983  2.2166526   2.68793736  0.84290471  2.1468448
  2.06596152  0.13309178  0.16424508  0.20893711  0.34497099  0.6942271
  1.17175776  1.55374258  1.42280414  2.63854801  0.56608807  0.70956173
  0.48490247  0.15502964  1.72723822  0.97567625  1.1863578   1.89058898
  0.93002739  1.38359212  1.82105502  0.64563655  0.0530754   1.03880505
  0.08877321  1.80713314  0.4416116   7.26953609  4.41936997  0.29585604
  0.42079663  0.00992626  0.74748236  0.20024179  0.79023002  1.16737828
  0.15132716  0.96330774  1.56284923  1.19796843  4.49434116  0.64417436
  0.4642902   0.83618779  0.56805961  1.1357992   0.23695098  0.37589996
  0.03773659  0.09864641  0.21684415  1.00310111  0.14263756  0.62711572
  0.13419641  0.21666154  0.11482163  0.18347194  0.10246492  0.81733378
  0.06575447  0.27064729  1.81915746  0.41402806  1.17789917  0.76935211
  0.36148735  1.76500686  0.6960694   0.08573595  0.35512846  1.48519242
  0.97394222  1.47749401  1.002396    0.65314599  1.80335443  0.26829866
  0.19571204  0.78577611  0.86586502  0.20072794]",0.6,1.2000000000000002
27,"[ 1.06548564  0.93165151  0.21863618  0.52997376  0.15937619  0.69572168
  1.24360082  0.54253481  1.7538845   0.50155941  0.36435424  0.13283197
  0.93738121  0.22288366  1.27072162  0.26292379  0.93860346  2.82453537
  0.11317209  0.93575829  0.70728967  0.04150548  0.39821149  1.28469134
  0.75211019  0.01655893  0.29554874  0.22870533  0.76378957  0.32611389
  0.59698918  2.86161958  1.49256143  0.17887433  0.00563598  3.82139004
  1.02237609  0.27484008  0.41515433  1.15586583  0.07967339  0.41730755
  1.54215201  0.3152912   0.45114942  1.73289976  0.65456319  2.27337487
  0.53045896  1.74128971  0.81018542  0.52248273  1.39827553  1.31933129
  0.56324859  0.02300409  0.17654887  0.71471139  0.91614795  1.88242261
  1.84482249  1.06876143  0.57252932  0.38892415  0.44091468  1.85060756
  1.07993     2.10766428  0.01124595  0.22525143  2.6671202   1.33846313
  0.97055127  0.40191059  1.68160432  2.89268366  4.27599193  0.2445617
  0.73901499  0.0147272   1.39843547  0.50540139  2.60569722  1.3525139
  0.43519845  1.60965203  0.51325404  0.46765313  1.44478846  2.62843203
  0.46047529  1.24392702  2.78556795  3.08937591  0.28790401  1.20798193
  0.65700671  0.98650681  0.35056567  0.80244204]",0.6,1.4000000000000001
